title,genre
Okay Madam,"اکشن , کمدی"
Coming Home in the Dark,"ترسناک , هیجان انگیز"
War Machine,"جنگی , درام , کمدی"
Twelve Monkeys,"رازآلود , علمی تخیلی , هیجان انگیز"
The Addams Family 2,"انیمیشن , ترسناک , خانوادگی , فانتزی , کمدی , ماجراجویی"
unknown,"اکشن , جنایی , درام , هیجان انگیز"
Throne Of Blood,"تاریخی , درام"
Thirst,"ترسناک , درام , عاشقانه , فانتزی"
The Guilty,"جنایی , درام , هیجان انگیز"
Born a Champion,"اکشن , درام , ورزشی"
Sinkhole,"درام , کمدی"
The Taking Of Pelham 123,"اکشن , جنایی , هیجان انگیز"
The Secret in Their Eyes,"درام , رازآلود , عاشقانه , هیجان انگیز"
The Polar Express,"انیمیشن , خانوادگی , فانتزی , کمدی , ماجراجویی , موزیکال"
The Mexican,"جنایی , عاشقانه , کمدی , ماجراجویی"
The Man Who Shot Liberty Valance,"درام , وسترن"
The Man from U.N.C.L.E.,"اکشن , کمدی , ماجراجویی"
No One Gets Out Alive,"ترسناک , درام , رازآلود , هیجان انگیز"
Martyrs Lane,ترسناک
The Man from Nowhere,"اکشن , جنایی , درام , هیجان انگیز"
The Lone Ranger,"اکشن , ماجراجویی , وسترن"
The Magnificent Seven,"اکشن , ماجراجویی , وسترن"
The Magnificent Seven,"اکشن , ماجراجویی , وسترن"
The Last Samurai,"اکشن , درام"
The Age of Shadows,"اکشن , درام , هیجان انگیز"
Splash,"عاشقانه , فانتزی , کمدی"
Saving Mr. Banks,"بیوگرافی , درام , کمدی"
Safe House,"اکشن , هیجان انگیز"
21 Grams,"جنایی , درام , هیجان انگیز"
Remember the Titans,"بیوگرافی , درام , ورزشی"
Philomena,"بیوگرافی , درام , کمدی"
Philadelphia,درام
Out of Time,"جنایی , درام , رازآلود , هیجان انگیز"
Okja,"اکشن , درام , علمی تخیلی , ماجراجویی"
The Descent: Part 2,"ترسناک , ماجراجویی , هیجان انگیز"
Birds of Paradise,درام
The Descent,"ترسناک , ماجراجویی , هیجان انگیز"
Once Upon a Time in Mexico,"اکشن , جنایی , هیجان انگیز"
Desperado,"اکشن , جنایی , هیجان انگیز"
The Starling,"درام , کمدی"
El mariachi,"اکشن , جنایی , هیجان انگیز"
Free Guy,"اکشن , علمی تخیلی , فانتزی , کمدی , ماجراجویی"
Intrusion,"درام , هیجان انگیز"
New World,"اکشن , جنایی , درام , هیجان انگیز"
Nebraska,"درام , کمدی , ماجراجویی"
Miracle in Cell No. 7,"درام , کمدی"
Malcolm X,"بیوگرافی , تاریخی , درام"
Lucky Number Slevin,"جنایی , درام , هیجان انگیز"
Larry Crowne,"درام , عاشقانه , کمدی"
Inside Man,"جنایی , درام , رازآلود , هیجان انگیز"
Grindhouse,"اکشن , ترسناک , هیجان انگیز"
Glory,"بیوگرافی , تاریخی , جنگی , درام"
Flags of Our Fathers,"اکشن , تاریخی , جنگی , درام , ماجراجویی"
Dead Man Walking,"جنایی , درام"
Blue Jasmine,"درام , کمدی"
August: Osage County,"درام , کمدی"
Apollo 13,"تاریخی , درام , ماجراجویی"
All Is Lost,"اکشن , درام , ماجراجویی"
A Moment to Remember,"درام , عاشقانه"
Fences,درام
A Hologram for the King,"درام , عاشقانه , کمدی"
A Hard Day,"اکشن , جنایی , هیجان انگیز"
A Bittersweet Life,"اکشن , جنایی , درام , هیجان انگیز"
The Big Blue,"درام , ماجراجویی , ورزشی"
Extinct,"انیمیشن , خانوادگی , کمدی , ماجراجویی"
Sully,"بیوگرافی , درام"
Manchester by the Sea,درام
Deja Vu,"اکشن , جنایی , علمی تخیلی , هیجان انگیز"
Death Proof,"اکشن , هیجان انگیز"
Big,"درام , عاشقانه , فانتزی , کمدی"
Anand,"درام , موزیکال"
A Tale of Two Sisters,"ترسناک , درام , رازآلود , هیجان انگیز"
2 Guns,"اکشن , جنایی , کمدی , هیجان انگیز"
First Love,معمایی
Wrong Turn 6: Last Resort,"ترسناک , ماجراجویی"
Wrong Turn 5: Bloodlines,"ترسناک , ماجراجویی"
Wrong Turn 4: Bloody Beginnings,"ترسناک , ماجراجویی"
Wrong Turn 3: Left for Dead,"ترسناک , ماجراجویی"
Wrong Turn 2: Dead End,"ترسناک , ماجراجویی"
Bye Bye Morons,"درام , کمدی"
Bellbottom,"اکشن , هیجان انگیز"
Blue Miracle,"بیوگرافی , خانوادگی , درام , ماجراجویی"
Wrong Turn,"ترسناک , هیجان انگیز"
The Wizard of Oz,"خانوادگی , فانتزی , ماجراجویی , موزیکال"
The Wild Bunch,"اکشن , ماجراجویی , وسترن"
The Terminal,"درام , عاشقانه , کمدی"
The Shallows,"اکشن , ترسناک , درام , هیجان انگیز"
The Others,"ترسناک , رازآلود , هیجان انگیز"
Slumdog Millionaire,"درام , عاشقانه"
Mr. Nobody,"درام , عاشقانه , علمی تخیلی , فانتزی"
Mainstream,"درام , کمدی"
Fallen Angels,"جنایی , درام , عاشقانه , کمدی"
Wall Street: Money Never Sleeps,درام
The Mad Womens Ball,هیجان انگیز
The Young Victoria,"بیوگرافی , تاریخی , درام , عاشقانه"
Nightbooks,"ترسناک , خانوادگی , رازآلود , فانتزی"
Candyman,"ترسناک , هیجان انگیز"
The Pursuit of Happyness,"بیوگرافی , درام"
Boyka: Undisputed,"اکشن , درام , ورزشی"
Undisputed 3: Redemption,"اکشن , جنایی , درام , ورزشی"
Undisputed 2: Last Man Standing,"اکشن , جنایی , درام , ورزشی"
Undisputed,"اکشن , جنایی , درام , ورزشی"
Candyman: Farewell to the Flesh,"ترسناک , هیجان انگیز"
Candyman,"ترسناک , هیجان انگیز"
The Jacket,"درام , رازآلود , علمی تخیلی , فانتزی , هیجان انگیز"
The Imitation Game,"بیوگرافی , جنگی , درام , هیجان انگیز"
My Son,"جنایی , درام , رازآلود , عاشقانه , هیجان انگیز"
The Fault in Our Stars,"درام , عاشقانه"
The Fall,"درام , فانتزی , ماجراجویی"
The Exorcism of Emily Rose,"ترسناک , درام , هیجان انگیز"
The Assassination of Jesse James by the Coward Robert Ford,"بیوگرافی , تاریخی , جنایی , درام , وسترن"
Sweeney Todd: The Demon Barber of Fleet Street,"ترسناک , درام , موزیکال , هیجان انگیز"
Southpaw,"اکشن , جنایی , درام , ورزشی"
Shooter,"اکشن , درام , هیجان انگیز"
San Andreas,"اکشن , ماجراجویی , هیجان انگیز"
Prisoners of the Ghostland,"اکشن , ترسناک , هیجان انگیز"
Rosemary’s Baby,"ترسناک , درام"
Road to Perdition,"جنایی , درام , هیجان انگیز"
Black Island,"درام , رازآلود , هیجان انگیز"
Pride & Prejudice,"درام , عاشقانه"
Predestination,"اکشن , درام , علمی تخیلی , هیجان انگیز"
Passengers,"درام , عاشقانه , علمی تخیلی , هیجان انگیز"
Oz the Great and Powerful,"خانوادگی , فانتزی , ماجراجویی"
Oblivion,"اکشن , علمی تخیلی , ماجراجویی"
Nocturnal Animals,"درام , هیجان انگیز"
Nightcrawler,"جنایی , درام , هیجان انگیز"
Mr. & Mrs. Smith,"اکشن , جنایی , کمدی , هیجان انگیز"
Jaws,"ماجراجویی , هیجان انگیز"
Bridge of Spies,"تاریخی , درام , هیجان انگیز"
The Duke,"بیوگرافی , درام , کمدی"
Prey,"درام , ماجراجویی , هیجان انگیز"
The Loud House Movie,"اکشن , انیمیشن , خانوادگی , درام , رازآلود , فانتزی , کمدی , ماجراجویی , موزیکال , هیجان انگیز"
Birdman,"درام , کمدی"
Babel,درام
American Gangster,"بیوگرافی , جنایی , درام"
mother!,"ترسناک , درام , رازآلود"
Mother,"جنایی , درام , رازآلود , هیجان انگیز"
Meet Joe Black,"درام , عاشقانه , فانتزی"
Lord of War,"اکشن , جنایی , درام"
Lone Survivor,"اکشن , بیوگرافی , جنگی , درام"
Identity,"رازآلود , هیجان انگیز"
Elysium,"اکشن , درام , علمی تخیلی"
Gangster Squad,"اکشن , جنایی , درام , هیجان انگیز"
The Voyeurs,"درام , رازآلود , هیجان انگیز"
Malignant,"ترسناک , جنایی , رازآلود , هیجان انگیز"
Kate,"اکشن , جنایی , درام , ماجراجویی , هیجان انگیز"
Monster,"بیوگرافی , جنایی , درام , هیجان انگیز"
Man on Fire,"اکشن , جنایی , درام , هیجان انگیز"
Man of Steel,"اکشن , علمی تخیلی , ماجراجویی"
Life,"ترسناک , علمی تخیلی , هیجان انگیز"
The Block Island Sound,"ترسناک , رازآلود , علمی تخیلی , هیجان انگیز"
The Cursed,"ترسناک , رازآلود , فانتزی"
Midnight,هیجان انگیز
The Gateway,"جنایی , درام , هیجان انگیز"
Knight and Day,"اکشن , کمدی , ماجراجویی"
Jumper,"اکشن , علمی تخیلی , ماجراجویی , هیجان انگیز"
Me Before You,"درام , عاشقانه"
Man of Tai Chi,"اکشن , درام"
Logan Lucky,"اکشن , جنایی , درام , کمدی"
Jackie Brown,"جنایی , درام , هیجان انگیز"
Ghost in the Shell,"اکشن , جنایی , درام , علمی تخیلی , هیجان انگیز"
Dances with Wolves,"درام , ماجراجویی , وسترن"
Arrival,"درام , رازآلود , علمی تخیلی , هیجان انگیز"
Hard Hit,هیجان انگیز
Worth,"بیوگرافی , تاریخی , درام"
American Hustle,"جنایی , درام"
Edward Scissorhands,"درام , عاشقانه , فانتزی"
Allied,"اکشن , جنگی , درام , عاشقانه , هیجان انگیز"
3-Iron,"جنایی , درام , عاشقانه"
1408,"ترسناک , رازآلود , فانتزی"
Cinderella Man,"بیوگرافی , تاریخی , درام , عاشقانه , ورزشی"
Children of Men,"اکشن , علمی تخیلی , هیجان انگیز"
Captain Phillips,"بیوگرافی , جنایی , درام , ماجراجویی , هیجان انگیز"
Beauty and the Beast,"خانوادگی , عاشقانه , فانتزی , موزیکال"
Baby Driver,"آهنگ , اکشن , جنایی , درام , هیجان انگیز"
Atonement,"جنگی , درام , رازآلود , عاشقانه"
American Sniper,"اکشن , بیوگرافی , جنگی , درام"
About Time,"درام , عاشقانه , علمی تخیلی , فانتزی , کمدی"
8 Mile,"آهنگ , درام"
47 Ronin,"اکشن , درام , فانتزی"
Yakuza Princess,هیجان انگیز
Now You See Me 2,"اکشن , جنایی , رازآلود , کمدی , ماجراجویی , هیجان انگیز"
Now You See Me,"جنایی , رازآلود , هیجان انگیز"
Inferno,"اکشن , جنایی , درام , رازآلود , ماجراجویی , هیجان انگیز"
Angels & Demons,"اکشن , رازآلود , هیجان انگیز"
The Da Vinci Code,"رازآلود , هیجان انگیز"
Nights of Cabiria,درام
Cinderella,"خانوادگی , عاشقانه , فانتزی , کمدی , موزیکال"
Gangs of Wasseypur,"اکشن , جنایی , درام , هیجان انگیز"
The Wages of Fear,"درام , ماجراجویی , هیجان انگیز"
Fanny and Alexander,درام
The Twilight Saga: Breaking Dawn – Part 2,"درام , عاشقانه , فانتزی , ماجراجویی"
The Twilight Saga: Breaking Dawn – Part 1,"درام , عاشقانه , فانتزی , ماجراجویی , هیجان انگیز"
The Twilight Saga: Eclipse,"اکشن , درام , عاشقانه , فانتزی , ماجراجویی , هیجان انگیز"
The Twilight Saga: New Moon,"درام , عاشقانه , فانتزی , ماجراجویی"
Twilight,"درام , عاشقانه , فانتزی"
We Need to Do Something,ترسناک
Paranormal Activity: The Ghost Dimension,"ترسناک , رازآلود"
Paranormal Activity: The Marked Ones,"ترسناک , رازآلود"
Paranormal Activity 4,"ترسناک , رازآلود"
Paranormal Activity 3,"ترسناک , رازآلود"
Paranormal Activity 2,"ترسناک , رازآلود"
Paranormal Activity,"ترسناک , رازآلود"
Zone 414,"علمی تخیلی , هیجان انگیز"
Taken 3,"اکشن , جنایی , هیجان انگیز"
Taken 2,"اکشن , جنایی , هیجان انگیز"
Taken,"اکشن , جنایی , هیجان انگیز"
Afterlife of the Party,"درام , عاشقانه , فانتزی , کمدی"
Bumblebee,"اکشن , علمی تخیلی , ماجراجویی"
Transformers: The Last Knight,"اکشن , علمی تخیلی , ماجراجویی"
Transformers: Age of Extinction,"اکشن , علمی تخیلی , ماجراجویی"
Transformers: Dark of the Moon,"اکشن , علمی تخیلی , ماجراجویی"
Transformers: Revenge of the Fallen,"اکشن , علمی تخیلی , ماجراجویی"
Transformers,"اکشن , علمی تخیلی , ماجراجویی"
Spider-Man: Into the Spider-Verse,"اکشن , انیمیشن , خانوادگی , علمی تخیلی , کمدی , ماجراجویی"
