title,cast
500 Days of Summer,"Zooey Deschanel,joseph gordon-levitt,Geoffrey Arend"
Home Sweet Home Alone,"Ellie Kemper,Rob Delaney,Archie Yates"
The Intern,"robert de niro,anne hathaway,Rene Russo"
The Wailing,"Jun Kunimura,jung-min hwang,Kwak Do-won"
Stronger,"jake gyllenhaal,Tatiana Maslany,Miranda Richardson"
Benedetta,"virginie efira,charlotte rampling,Daphne Patakia"
Project Almanac,"Amy Landecker,Sofia Black-D'Elia,virginia gardner"
The Girl and the Spider,"Henriette Confurius,Liliane Amuat,Ursina Lardi"
Gods of Egypt,"brenton thwaites,nikolaj coster-waldau,gerard butler"
Geostorm,"gerard butler,jim sturgess,abbie cornish"
Dracula,"gary oldman,winona ryder,anthony hopkins"
Detachment,"adrien brody,christina hendricks,marcia gay harden"
13 Hours: The Secret Soldiers of Benghazi,"john krasinski,pablo schreiber,james badge dale"
The Glass Castle,"brie larson,woody harrelson,naomi watts"
The Cabin In The Woods,"Kristen Connolly,chris hemsworth,Anna Hutchison"
The Nice Guys,"russell crowe,ryan gosling,angourie rice"
The Mountain Between Us,"kate winslet,idris elba,Beau Bridges"
The BFG,"Mark Rylance,Ruby Barnhill,penelope wilton"
Justice League,"ben affleck,gal gadot,jason momoa"
Funny Games,"Susanne Lothar,Ulrich Mühe,Arno Frisch"
Acts of Vengeance,"antonio banderas,karl urban,Paz Vega"
Passing,"tessa thompson,ruth negga,andré holland"
Nine Days,"winston duke,zazie beetz,benedict wong"
Clifford the Big Red Dog,"darby camp,Jack Whitehall,Izaac Wang"
One Shot,"scott adkins,Ashley Greene,Ryan Phillippe"
Love Hard,"nina dobrev,Jimmy O. Yang,Darren Barnet"
Dangerous,"scott eastwood,Kevin Durand,famke janssen"
The Fountain,"hugh jackman,rachel weisz,sean patrick thomas"
The Holiday,"kate winslet,cameron diaz,jude law"
The Devils Double,"dominic cooper,Ludivine Sagnier,Raad Rawi"
Power Rangers,"Dacre Montgomery,naomi scott,rj cyler"
Chocolat,"juliette binoche,judi dench,alfred molina"
Burn After Reading,"brad pitt,frances mcdormand,george clooney"
Big Fish,"Ewan McGregor,Albert Finney,billy crudup"
Being John Malkovich,"john cusack,cameron diaz,catherine keener"
Battleship,"alexander skarsgård,Brooklyn Decker,liam neeson"
The Electrical Life of Louis Wain,"Norbury Ackland,dorothy atkinson,Richard Ayoade"
Jason Bourne,"matt damon,tommy lee jones,alicia vikander"
The Bourne Legacy,"jeremy renner,rachel weisz,edward norton"
The Bourne Ultimatum,"matt damon,edgar ramírez,joan allen"
The Bourne Supremacy,"matt damon,franka potente,joan allen"
The Bourne Identity,"franka potente,matt damon,chris cooper"
Finch,"tom hanks,caleb landry jones,Lora Martinez-Cunningham"
Mechanic: Resurrection,"jason statham,jessica alba,tommy lee jones"
The Mechanic,"jason statham,ben foster,donald sutherland"
Kingdom of Heaven,"orlando bloom,eva green,liam neeson"
The Interview,"james franco,seth rogen,randall park"
Revolutionary Road,"leonardo dicaprio,kate winslet,Christopher Fitzgerald"
Dog Day Afternoon,"al pacino,John Cazale,Penelope Allen"
The Harder They Fall,"jonathan majors,zazie beetz,rj cyler"
War of the Worlds,"tom cruise,dakota fanning,tim robbins"
The Wrestler,"mickey rourke,marisa tomei,evan rachel wood"
Paddington 2,"ben whishaw,Hugh Grant,Hugh Bonneville"
Bright,"will smith,joel edgerton,noomi rapace"
This Means War,"reese witherspoon,chris pine,tom hardy"
The Island,"scarlett johansson,Ewan McGregor,djimon hounsou"
Paddington,"Hugh Bonneville,sally hawkins,julie walters"
The A-Team,"liam neeson,bradley cooper,sharlto copley"
Ghost Rider Spirit Of Vengeance,"Nicolas Cage,ciarán hinds,idris elba"
Flag Day,"Mitchell McCormick,Tom Anniko,Dylan Penn"
Jackie,"natalie portman,peter sarsgaard,Greta Gerwig"
I Origins,"Michael Pitt,steven yeun,Astrid Bergès-Frisbey"
I Am Number Four,"alex pettyfer,timothy olyphant,Dianna Agron"
Ghost Rider,"Nicolas Cage,Eva Mendes,sam elliott"
Child 44,"tom hardy,gary oldman,noomi rapace"
Brokeback Mountain,"jake gyllenhaal,heath ledger,michelle williams"
Blue Valentine,"ryan gosling,michelle williams,John Doman"
Cape Fear,"robert de niro,Nick Nolte,Jessica Lange"
The Illusionist,"edward norton,jessica biel,paul giamatti"
The Gift,"jason bateman,rebecca hall,joel edgerton"
The Killing of a Sacred Deer,"Barry G. Bernson,Herb Caillouet,bill camp"
Project X,"thomas mann,Oliver Cooper,Jonathan Daniel Brown"
A.I.Artificial Intelligence,"Haley Joel Osment,jude law,frances o'connor"
Up For Love,"Jean Dujardin,virginie efira,Cédric Kahn"
Serendipity,"john cusack,kate beckinsale,Jeremy Piven"
Moulin Rouge,"nicole kidman,Ewan McGregor,john leguizamo"
Lost in Translation,"bill murray,scarlett johansson,Giovanni Ribisi"
Brothers,"jake gyllenhaal,natalie portman,Tobey Maguire"
Before the Devil Knows Youre Dead,"philip seymour hoffman,ethan hawke,Albert Finney"
Little Miss Sunshine,"steve carell,toni collette,greg kinnear"
28 Weeks Later,"jeremy renner,rose byrne,Robert Carlyle"
28 Days Later,"cillian murphy,naomie harris,christopher eccleston"
Bastille Day,"idris elba,richard madden,Charlotte Le Bon"
Anthropoid,"jamie dornan,cillian murphy,Brian Caspe"
We Bought a Zoo,"matt damon,scarlett johansson,Thomas Haden Church"
Phantom Thread,"vicky krieps,daniel day-lewis,lesley manville"
Montage,"Uhm Junghwa,Kim Sang-kyung,Song Young-Chang"
Into the Woods,"anna kendrick,meryl streep,chris pine"
Gifted,"chris evans,mckenna grace,lindsay duncan"
Begin Again,"keira knightley,mark ruffalo,Adam Levine"
2012,"john cusack,Thandiwe Newton,chiwetel ejiofor"
The Rum Diary,"johnny depp,Giovanni Ribisi,aaron eckhart"
The 5th Wave,"chloë grace moretz,Matthew Zuk,Gabriela Lopez"
Sleepy Hollow,"johnny depp,christina ricci,Miranda Richardson"
Knocking,"Cecilia Milocco,Albin Grenholm,Ville Virtanen"
Raging Fire,"Donnie Yen,Nicholas Tse,Lan Qin"
Army of Thieves,"Matthias Schweighöfer,Nathalie Emmanuel,Ruby O. Fee"
Unknown,"liam neeson,diane kruger,January Jones"
The Secret Life of Walter Mitty,"Ben Stiller,kristen wiig,Jon Daly"
My Life Without Me,"Sarah Polley,Scott Speedman,mark ruffalo"
My Left Foot,"daniel day-lewis,Brenda Fricker,Alison Whelan"
Kingsman: The Golden Circle,"taron egerton,colin firth,mark strong"
Kingsman The Secret Service,"colin firth,taron egerton,samuel l. jackson"
Capote,"philip seymour hoffman,clifton collins jr.,catherine keener"
Lady Bloodfight,"Amy Johnston,Muriel Hofmann,Jenny Wu"
Paranormal Activity: Next of Kin,"Emily Bader,Roland Buck III,Dan Lippert"
The Machinist,"christian bale,jennifer jason leigh,Aitana Sánchez-Gijón"
Signs,"mel gibson,joaquin phoenix,rory culkin"
Misery,"james caan,kathy bates,Richard Farnsworth"
Match Point,"scarlett johansson,jonathan rhys meyers,emily mortimer"
Munich,"eric bana,daniel craig,Marie-Josée Croze"
unknown,"noomi rapace,Hilmir Snær Guðnason,Björn Hlynur Haraldsson"
Hypnotic,"Kate Siegel,Jason O'Mara,Dulé Hill"
The Next Three Days,"russell crowe,elizabeth banks,liam neeson"
Sweet November,"keanu reeves,charlize theron,Jason Isaacs"
Joy,"jennifer lawrence,robert de niro,bradley cooper"
Headhunters,"Aksel Hennie,Synnøve Macody Lund,nikolaj coster-waldau"
Groundhog Day,"bill murray,andie macdowell,chris elliott"
Dumb and Dumber To,"jim carrey,jeff daniels,rob riggle"
The Forgotten Battle,"Gijs Blom,Jamie Flatters,Susan Radder"
Never Gonna Snow Again,"Alec Utgoff,Maja Ostaszewska,agata kulesza"
Brimstone,"guy pearce,dakota fanning,Emilia Jones"
The Exorcist,"ellen burstyn,max von sydow,Linda Blair"
Walk the Line,"joaquin phoenix,reese witherspoon,ginnifer goodwin"
The Deep House,"Camille Rowe,James Jagger,Eric Savin"
Mulholland Drive,"naomi watts,Laura Harring,justin theroux"
Mongol: The Rise of Genghis Khan,"Tadanobu Asano,Amadu Mamadakov,Khulan Chuluun"
King Arthur Legend Of The Sword,"charlie hunnam,Astrid Bergès-Frisbey,jude law"
Dumb and Dumber,"jim carrey,jeff daniels,lauren holly"
Big Eyes,"amy adams,christoph waltz,danny huston"
Halloween II,"Scout Taylor-Compton,Tyler Mane,malcolm mcdowell"
Halloween,"Scout Taylor-Compton,malcolm mcdowell,Tyler Mane"
H20: 20 Years Later,"jamie lee curtis,josh hartnett,Adam Arkin"
Halloween 5,"Donald Pleasence,danielle harris,Ellie Cornell"
III: Season of the Witch,"Tom Atkins,Stacey Nelkin"
Halloween: Resurrection,"jamie lee curtis,Busta Rhymes,Brad Loree"
Halloween II,آمریکا
Halloween,"Donald Pleasence,jamie lee curtis,Tony Moran"
The Square,"Claes Bang,elisabeth moss,dominic west"
That Awkward Moment,"zac efron,michael b. jordan,miles teller"
Silence,"andrew garfield,adam driver,liam neeson"
Anna Karenina,"keira knightley,jude law,aaron taylor-johnson"
The Vow,"rachel mcadams,channing tatum,sam neill"
A Man Called Ove,"Rolf Lassgård,Bahar Pars,Filip Berg"
Inside,"Alysson Paradis,Jean-Baptiste Tabourin,Claude Lulé"
Body of Lies,"leonardo dicaprio,russell crowe,mark strong"
Eastern Promises,"naomi watts,viggo mortensen,Armin Mueller-Stahl"
Enemy,"jake gyllenhaal,mélanie laurent,Sarah Gadon"
Minority Report,"tom cruise,colin farrell,Samantha Morton"
Dancer in the Dark,"Björk,Catherine Deneuve,David Morse"
PK,"aamir khan,anushka sharma,Sanjay Dutt"
Black Mass,"johnny depp,benedict cumberbatch,dakota johnson"
Allegiant,"shailene woodley,theo james,jeff daniels"
Insurgent,"shailene woodley,ansel elgort,theo james"
Total Recall,"colin farrell,bokeem woodbine,bryan cranston"
Martyrs,"فرانسه , کانادا"
Divergent,"shailene woodley,theo james,kate winslet"
The Judge,"robert downey jr.,robert duvall,vera farmiga"
Magnolia,"tom cruise,Jason Robards,julianne moore"
Gold,"matthew mcconaughey,edgar ramírez,bryce dallas howard"
Bronson,"tom hardy,Kelly Adams,Luing Andrews"
This Is the End,"james franco,jonah hill,seth rogen"
The Turin Horse,"János Derzsi,Erika Bók,Mihály Kormos"
The Grey,"liam neeson,dermot mulroney,frank grillo"
ex machina,"alicia vikander,domhnall gleeson,oscar isaac"
Donnie Darko,"jake gyllenhaal,jena malone,Mary McDonnell"
Best Sellers,"michael caine,aubrey plaza,Scott Speedman"
sweet virginia,"jon bernthal,christopher abbott,imogen poots"
Office Christmas Party,آمریکا
Noah,"russell crowe,jennifer connelly,anthony hopkins"
Melancholia,"kirsten dunst,charlotte gainsbourg,kiefer sutherland"
A History of Violence,"viggo mortensen,maria bello,ed harris"
Chef,"Jon Favreau,robert downey jr.,scarlett johansson"
Watchmen,"Jackie Earle Haley,patrick wilson,carla gugino"
The Master,"philip seymour hoffman,joaquin phoenix,amy adams"
The Lobster,"colin farrell,rachel weisz,jessica barden"
Chehre,"amitabh bachchan,emraan hashmi"
The Brothers Grimsby,"sacha baron cohen,mark strong,rebel wilson"
Green Lantern,"ryan reynolds,Blake Lively,peter sarsgaard"
Miss Peregrines Home For Peculiar Children,"eva green,asa butterfield,samuel l. jackson"
Collateral,"tom cruise,jamie foxx,Jada Pinkett Smith"
Batman v Superman: Dawn of Justice,"ben affleck,henry cavill,amy adams"
Looney Tunes: Back in Action,"brendan fraser,Jenna Elfman,Steve Martin"
Sherlock Holmes A Game of Shadows,"robert downey jr.,jude law,jared harris"
sherlock holmes,"robert downey jr.,jude law,rachel mcadams"
Night Teeth,"jorge lendeborg jr.,debby ryan,Lucy Fry"
The Traitor,"Pierfrancesco Favino,Maria Fernanda Cândido,Fabrizio Ferracane"
unknown,"Vincent Lindon,Agathe Rousselle,Garance Marillier"
Hostage: Missing Celebrity,"jung-min hwang,Lee Ho-jung,Jae-Bum Kim"
Escape from Mogadishu,"Kim Yoon-seok,in-sung jo,Joon-ho Huh"
Jungle Cruise,"dwayne johnson,emily blunt,edgar ramírez"
Old,"gael garcía bernal,vicky krieps,Rufus Sewell"
The Suicide Squad,"margot robbie,idris elba,john cena"
Halloween Kills,"jamie lee curtis,judy greer,andi matichak"
Holy Motors,"denis lavant,Edith Scob,Eva Mendes"
Copshop,"frank grillo,gerard butler,toby huss"
unknown,"Halsey,Sasha Lane,Vuk Celebic"
Last Man Down,"Daniel Stisen,Olga Kent,Daniel Nehme"
Camp X-Ray: Eine verbotene Liebe,"kristen stewart,payman maadi,Lane Garrison"
Belle,"Kaho Nakamura,ryô narita,Shôta Sometani"
Samurai marathon,"takeru satoh,Nana Komatsu,Mirai Moriyama"
Pagglait,"sanya malhotra,sayani gupta,Sheeba Chaddha"
I’m Your Man,"Maren Eggert,dan stevens,sandra hüller"
Help,"jodie comer,Stephen Graham,ian hart"
Blue Bayou,"Justin Chon,alicia vikander,mark o'brien"
Together,انگلستان
Old Henry,"tim blake nelson,scott haze,Gavin Lewis"
South of Heaven,"Amaury Nolasco,evangeline lilly,jason sudeikis"
Injustice,"gillian jacobs,laura bailey,Anson Mount"
V/H/S/94,"Anna Hopkins,Steven McCarthy,Sean Patrick Dolan,Dru Viergever,Tim Campbell"
The Alpines,"Mally Corrigan,Katrina Diehm,Stephen Kazakoff"
unknown,"Sydney Park,Théodore Pellerin,Asjha Cooper"
Sunrise,"Janet Gaynor,Margaret Livingston"
Sky High,"Miguel Herrán,Carolina Yuste,Asia Ortega"
Bo Burnham Inside,آمریکا
The Water Man,"david oyelowo,Amiah Miller,Lonnie Chavis"
Berlin Alexanderplatz,"Welket Bungué,Albrecht Schuch,jella haase"
Collectors,"Lee Jehoon,woo-jin jo,Hye-Sun Shin"
The Night House,"rebecca hall,sarah goldberg,Vondie Curtis-Hall"
Rogue Hostage,"tyrese gibson,Christopher Backus,john malkovich"
Every Time I Die,"Marc Menchaca,Erica Camarano,Kevin D. Benton"
Fried Barry,"Gary Green,Chanelle de Jager,Brett Williams"
Goodbye Honey,"Peyton Michelle Edwards,Pamela Jayne Morgan,Juliette Alice Gobin"
Great White,"Katrina Bowden,aaron jakubenko,Kimie Tsukakoshi"
Identifying Features,"Mercedes Hernández,David Illescas,Juan Jesús Varela"
The Year Earth Changed,"david attenborough,Bhashkar Bara,Dulu Bora"
Into the Wild,"emile hirsch,vince vaughn,catherine keener"
Sir Alex Ferguson Never Give In,"Eric Cantona,Jason Ferguson,Alex Ferguson"
Jurassic Park,"sam neill,laura dern,jeff goldblum"
The Violent Heart,"jovan adepo,grace van patten,Lukas Haas"
The Human Voice,"tilda swinton,Agustín Almodóvar,Miguel Almodóvar"
Casino,"robert de niro,sharon stone,joe pesci"
The Last Frontier,"Artyom Gubin,Lubov Konstantinova,Igor Yudin"
The Many Saints of Newark,"alessandro nivola,Leslie Odom Jr.,jon bernthal"
Impasse,"Hewei Yu,yi zhang,Hailu Qin"
Queenpins,"kristen bell,Kirby Howell-Baptiste,paul walter hauser"
unknown,"Jake Green,A.J. LoCascio,Barbara Goodson"
The Lockdown Hauntings,"tony todd,Angela Dixon,Heather Peace"
The East,"Martijn Lakemeier,marwan kenzari,Jonas Smulders"
Okay Madam,"Woon Jong Jeon,Bae Jeong-nam,Uhm Junghwa"
Coming Home in the Dark,"Daniel Gillies,erik thomson,Miriama McDowell"
War Machine,"brad pitt,Daniel Betts,John Magaro"
Twelve Monkeys,"bruce willis,Madeleine Stowe,brad pitt"
The Addams Family 2,"oscar isaac,charlize theron,chloë grace moretz"
unknown,"oscar isaac,tiffany haddish,tye sheridan"
Throne Of Blood,"Toshirô Mifune,Minoru Chiaki,Isuzu Yamada"
Thirst,"kang-ho song,Kim Ok-bin,Hee-jin Choi"
The Guilty,"jake gyllenhaal,riley keough,peter sarsgaard"
Born a Champion,"Katrina Bowden,dennis quaid,sean patrick flanery"
Sinkhole,"seung-won cha,Kim Seong-gyoon,Kwang-Soo Lee"
The Taking Of Pelham 123,"denzel washington,john travolta,Luis Guzmán"
The Secret in Their Eyes,"Ricardo Darín,Soledad Villamil,Pablo Rago"
The Polar Express,"tom hanks,Chris Coppola,Michael Jeter"
The Mexican,"brad pitt,julia roberts,James Gandolfini"
The Man Who Shot Liberty Valance,"James Stewart,John Wayne,Vera Miles"
The Man from U.N.C.L.E.,"henry cavill,armie hammer,alicia vikander"
No One Gets Out Alive,"Marc Menchaca,Cristina Rodlo,Victoria Alcock"
Martyrs Lane,"denise gough,steven cree,Hannah Rae"
The Man from Nowhere,"Won Bin,Kim Sae-ron,Kim Tae-hoon"
The Lone Ranger,"johnny depp,armie hammer,william fichtner"
The Magnificent Seven,"denzel washington,chris pratt,ethan hawke"
The Magnificent Seven,"Yul Brynner,steve mcqueen,Charles Bronson"
The Last Samurai,"tom cruise,ken watanabe,billy connolly"
The Age of Shadows,"Lee Byung-Hun,kang-ho song,zach aguilar"
Splash,"tom hanks,Daryl Hannah,Eugene Levy"
Saving Mr. Banks,"emma thompson,tom hanks,Annie Rose Buckley"
Safe House,"denzel washington,ryan reynolds,robert patrick"
21 Grams,"sean penn,benicio del toro,naomi watts"
Remember the Titans,"denzel washington,will patton,Wood Harris"
Philomena,"judi dench,steve coogan,Sophie Kennedy Clark"
Philadelphia,"tom hanks,denzel washington,Roberta Maxwell"
Out of Time,"denzel washington,Sanaa Lathan,Eva Mendes"
Okja,"tilda swinton,paul dano,Seo-hyun Ahn"
The Descent: Part 2,"Michael J. Reynolds,shauna macdonald,Jessika Williams"
Birds of Paradise,"diana silvers,kristine froseth,jacqueline bisset"
The Descent,"shauna macdonald,Natalie Mendoza,Alex Reid"
Once Upon a Time in Mexico,"antonio banderas,salma hayek,johnny depp"
Desperado,"antonio banderas,salma hayek,joaquim de almeida"
The Starling,"melissa mccarthy,chris o'dowd,kevin kline"
El mariachi,"Carlos Gallardo,Consuelo Gómez,Jaime de Hoyos"
Free Guy,"ryan reynolds,jodie comer,taika waititi"
Intrusion,"freida pinto,logan marshall-green,robert john burke"
New World,"jung-jae lee,Choi Min-sik,jung-min hwang"
Nebraska,"bruce dern,Will Forte,june squibb"
Miracle in Cell No. 7,"seung-ryong ryu,So Won Kal,Dal-su Oh"
Malcolm X,"denzel washington,Angela Bassett,delroy lindo"
Lucky Number Slevin,"josh hartnett,ben kingsley,morgan freeman"
Larry Crowne,"tom hanks,julia roberts,Sarah Mahoney"
Inside Man,"denzel washington,clive owen,jodie foster"
Grindhouse,"آمریکا , کانادا"
Glory,"matthew broderick,denzel washington,Cary Elwes"
Flags of Our Fathers,"Ryan Phillippe,barry pepper,Joseph Cross"
Dead Man Walking,"susan sarandon,sean penn,Robert Prosky"
Blue Jasmine,"cate blanchett,alec baldwin,peter sarsgaard"
August: Osage County,"meryl streep,dermot mulroney,julia roberts"
Apollo 13,"tom hanks,Bill Paxton,kevin bacon"
All Is Lost,آمریکا
A Moment to Remember,"Jung Woo-sung,Son Ye-jin,Jong-hak Baek"
Fences,"denzel washington,viola davis,Stephen McKinley Henderson"
A Hologram for the King,"tom hanks,Omar Elba,Sarita Choudhury"
A Hard Day,"sun-kyun lee,Cho Jin-woong,Man-sik Jeong"
A Bittersweet Life,"Lee Byung-Hun,Shin Min-a,Yeong-cheol Kim"
The Big Blue,"Jean-Marc Barr,jean reno,Rosanna Arquette"
Extinct,"Adam Devine,Rachel Bloom,ken jeong"
Sully,"tom hanks,aaron eckhart,laura linney"
Manchester by the Sea,"casey affleck,michelle williams,kyle chandler"
Deja Vu,"denzel washington,paula patton,jim caviezel"
Death Proof,"kurt russell,Zoë Bell,rosario dawson"
Big,"tom hanks,Elizabeth Perkins,Robert Loggia"
Anand,"Rajesh Khanna,amitabh bachchan,Sumita Sanyal"
A Tale of Two Sisters,"Lim Soo-jung,jung-ah yum,Kim Kap-su"
2 Guns,"denzel washington,mark wahlberg,paula patton"
First Love,"Hôshi Ishida,Itsuji Itao,Yoshino Kimura"
Wrong Turn 6: Last Resort,"Anthony Ilott,Chris Jarvis,Aqueela Zoll"
Wrong Turn 5: Bloodlines,"Doug Bradley,Camilla Arfwedson,Simon Ginty"
Wrong Turn 4: Bloody Beginnings,"Jenny Pudavick,Tenika Davis,Kaitlyn Leeb"
Wrong Turn 3: Left for Dead,"Tom Frederic,janet montgomery,Gil Kolirin"
Wrong Turn 2: Dead End,"Erica Leerhsen,Henry Rollins,Texas Battle"
Bye Bye Morons,"virginie efira,Albert Dupontel,Nicolas Marié"
Bellbottom,"akshay kumar,huma qureshi,Vaani Kapoor"
Blue Miracle,"dennis quaid,Jimmy Gonzales,Miguel Angel Garcia"
Wrong Turn,"Eliza Dushku,Jeremy Sisto,Emmanuelle Chriqui"
The Wizard of Oz,آمریکا
The Wild Bunch,"william holden,Ernest Borgnine,Robert Ryan"
The Terminal,"tom hanks,catherine zeta-jones,Chi McBride"
The Shallows,"Blake Lively,Óscar Jaenada,Angelo Josue Lozano Corzo"
The Others,"nicole kidman,christopher eccleston,fionnula flanagan"
Slumdog Millionaire,"dev patel,freida pinto,saurabh shukla"
Mr. Nobody,"jared leto,Sarah Polley,diane kruger"
